cohort,novel,qi,qid,gold,G1,G2,G3,G4,G5,B1,B2,B3,Q0,correct_G1,correct_G2,correct_G3,correct_G4,correct_G5,correct_B1,correct_B2,correct_B3,correct_Q0,graph_sha256,source_signature
old20,28,1,detectiveqa_28_AIsup_anno_1,A,B,B,B,B,B,B,B,B,C,False,False,False,False,False,False,False,False,False,b9bdcddac0ed4920282bb10921bb3a387b7ab369447199d37fc1db7898334620,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\28\\q01.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\28\\q01.json""}"
old20,28,2,detectiveqa_28_AIsup_anno_2,D,C,A,C,C,D,A,C,C,C,False,False,False,False,True,False,False,False,False,b9bdcddac0ed4920282bb10921bb3a387b7ab369447199d37fc1db7898334620,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\28\\q02.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\28\\q02.json""}"
old20,28,3,detectiveqa_28_AIsup_anno_3,C,B,B,B,B,D,C,C,B,A,False,False,False,False,False,True,True,False,False,b9bdcddac0ed4920282bb10921bb3a387b7ab369447199d37fc1db7898334620,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\28\\q03.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\28\\q03.json""}"
old20,28,4,detectiveqa_28_AIsup_anno_4,D,A,A,D,A,D,A,A,A,A,False,False,True,False,True,False,False,False,False,b9bdcddac0ed4920282bb10921bb3a387b7ab369447199d37fc1db7898334620,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\28\\q04.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\28\\q04.json""}"
old20,28,5,detectiveqa_28_AIsup_anno_5,B,,B,B,B,D,C,B,C,B,False,True,True,True,False,False,True,False,True,b9bdcddac0ed4920282bb10921bb3a387b7ab369447199d37fc1db7898334620,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\28\\q05.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\28\\q05.json""}"
old20,28,6,detectiveqa_28_AIsup_anno_6,B,B,B,B,B,B,B,C,B,B,True,True,True,True,True,True,False,True,True,b9bdcddac0ed4920282bb10921bb3a387b7ab369447199d37fc1db7898334620,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\28\\q06.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\28\\q06.json""}"
old20,28,7,detectiveqa_28_AIsup_anno_7,A,C,A,A,A,D,C,C,C,C,False,True,True,True,False,False,False,False,False,b9bdcddac0ed4920282bb10921bb3a387b7ab369447199d37fc1db7898334620,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\28\\q07.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\28\\q07.json""}"
old20,29,0,detectiveqa_29_AIsup_anno_0,A,A,A,A,A,A,D,C,A,C,True,True,True,True,True,False,False,True,False,d197c7940a796503c785234d39e17ef2b6ac25389a7cb37ffd2dacbd1e0ed27f,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\29\\q00.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\29\\q00.json""}"
old20,29,1,detectiveqa_29_AIsup_anno_1,B,B,B,B,B,B,B,B,B,C,True,True,True,True,True,True,True,True,False,d197c7940a796503c785234d39e17ef2b6ac25389a7cb37ffd2dacbd1e0ed27f,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\29\\q01.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\29\\q01.json""}"
old20,29,2,detectiveqa_29_AIsup_anno_2,B,B,B,B,B,C,C,C,B,C,True,True,True,True,False,False,False,True,False,d197c7940a796503c785234d39e17ef2b6ac25389a7cb37ffd2dacbd1e0ed27f,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\29\\q02.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\29\\q02.json""}"
old20,29,3,detectiveqa_29_AIsup_anno_3,B,B,B,C,B,C,C,C,C,C,True,True,False,True,False,False,False,False,False,d197c7940a796503c785234d39e17ef2b6ac25389a7cb37ffd2dacbd1e0ed27f,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\29\\q03.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\29\\q03.json""}"
old20,29,4,detectiveqa_29_AIsup_anno_4,A,A,,A,A,A,A,A,A,A,True,False,True,True,True,True,True,True,True,d197c7940a796503c785234d39e17ef2b6ac25389a7cb37ffd2dacbd1e0ed27f,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\29\\q04.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\29\\q04.json""}"
old20,29,5,detectiveqa_29_AIsup_anno_5,C,C,C,C,C,C,C,C,C,C,True,True,True,True,True,True,True,True,True,d197c7940a796503c785234d39e17ef2b6ac25389a7cb37ffd2dacbd1e0ed27f,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\29\\q05.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\29\\q05.json""}"
old20,29,6,detectiveqa_29_AIsup_anno_6,D,B,B,B,B,B,B,B,B,B,False,False,False,False,False,False,False,False,False,d197c7940a796503c785234d39e17ef2b6ac25389a7cb37ffd2dacbd1e0ed27f,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\29\\q06.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\29\\q06.json""}"
old20,30,0,detectiveqa_30_AIsup_anno_0,D,D,,D,D,D,A,A,D,D,True,False,True,True,True,False,False,True,True,1ef0895f6511976e7b07a120f6722e905865624b3de24763c552cced4e8b18c1,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\30\\q00.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\30\\q00.json""}"
old20,30,1,detectiveqa_30_AIsup_anno_1,A,A,A,A,A,B,D,A,C,A,True,True,True,True,False,False,True,False,True,1ef0895f6511976e7b07a120f6722e905865624b3de24763c552cced4e8b18c1,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\30\\q01.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\30\\q01.json""}"
old20,30,2,detectiveqa_30_AIsup_anno_2,D,D,D,D,D,D,D,D,D,D,True,True,True,True,True,True,True,True,True,1ef0895f6511976e7b07a120f6722e905865624b3de24763c552cced4e8b18c1,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\30\\q02.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\30\\q02.json""}"
old20,30,3,detectiveqa_30_AIsup_anno_3,C,C,A,C,C,C,A,C,C,A,True,False,True,True,True,False,True,True,False,1ef0895f6511976e7b07a120f6722e905865624b3de24763c552cced4e8b18c1,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\30\\q03.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\30\\q03.json""}"
old20,30,4,detectiveqa_30_AIsup_anno_4,D,A,B,D,A,A,A,A,A,C,False,False,True,False,False,False,False,False,False,1ef0895f6511976e7b07a120f6722e905865624b3de24763c552cced4e8b18c1,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\30\\q04.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\30\\q04.json""}"
old20,30,5,detectiveqa_30_AIsup_anno_5,D,D,D,D,D,D,D,C,D,C,True,True,True,True,True,True,False,True,False,1ef0895f6511976e7b07a120f6722e905865624b3de24763c552cced4e8b18c1,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\30\\q05.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\30\\q05.json""}"
old20,30,6,detectiveqa_30_AIsup_anno_6,C,D,D,D,D,D,C,B,D,B,False,False,False,False,False,True,False,False,False,1ef0895f6511976e7b07a120f6722e905865624b3de24763c552cced4e8b18c1,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\30\\q06.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\30\\q06.json""}"
old20,30,7,detectiveqa_30_AIsup_anno_7,D,D,D,D,D,C,D,D,D,C,True,True,True,True,False,True,True,True,False,1ef0895f6511976e7b07a120f6722e905865624b3de24763c552cced4e8b18c1,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\30\\q07.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\30\\q07.json""}"
old20,30,8,detectiveqa_30_AIsup_anno_8,D,D,A,A,A,D,B,B,D,B,True,False,False,False,True,False,False,True,False,1ef0895f6511976e7b07a120f6722e905865624b3de24763c552cced4e8b18c1,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\30\\q08.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\30\\q08.json""}"
old20,31,0,detectiveqa_31_AIsup_anno_0,B,B,B,B,B,B,B,B,B,A,True,True,True,True,True,True,True,True,False,eed05919fbd1ca43b40890d5380648a0a0c731e4987f57b552266196c98d6116,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\31\\q00.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\31\\q00.json""}"
old20,31,1,detectiveqa_31_AIsup_anno_1,C,D,B,D,D,C,C,C,B,A,False,False,False,False,True,True,True,False,False,eed05919fbd1ca43b40890d5380648a0a0c731e4987f57b552266196c98d6116,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\31\\q01.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\31\\q01.json""}"
old20,31,2,detectiveqa_31_AIsup_anno_2,B,C,D,D,D,B,D,D,B,B,False,False,False,False,True,False,False,True,True,eed05919fbd1ca43b40890d5380648a0a0c731e4987f57b552266196c98d6116,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\31\\q02.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\31\\q02.json""}"
old20,31,3,detectiveqa_31_AIsup_anno_3,D,C,D,D,D,D,D,D,C,C,False,True,True,True,True,True,True,False,False,eed05919fbd1ca43b40890d5380648a0a0c731e4987f57b552266196c98d6116,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\31\\q03.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\31\\q03.json""}"
old20,31,4,detectiveqa_31_AIsup_anno_4,A,D,D,,D,D,D,D,D,D,False,False,False,False,False,False,False,False,False,eed05919fbd1ca43b40890d5380648a0a0c731e4987f57b552266196c98d6116,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\31\\q04.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\31\\q04.json""}"
old20,31,5,detectiveqa_31_AIsup_anno_5,A,A,A,A,A,A,A,A,A,A,True,True,True,True,True,True,True,True,True,eed05919fbd1ca43b40890d5380648a0a0c731e4987f57b552266196c98d6116,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\31\\q05.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\31\\q05.json""}"
old20,31,6,detectiveqa_31_AIsup_anno_6,B,D,A,D,D,D,D,D,D,B,False,False,False,False,False,False,False,False,True,eed05919fbd1ca43b40890d5380648a0a0c731e4987f57b552266196c98d6116,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\31\\q06.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\31\\q06.json""}"
old20,31,7,detectiveqa_31_AIsup_anno_7,D,C,C,C,C,B,C,C,C,C,False,False,False,False,False,False,False,False,False,eed05919fbd1ca43b40890d5380648a0a0c731e4987f57b552266196c98d6116,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\31\\q07.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\31\\q07.json""}"
old20,31,8,detectiveqa_31_AIsup_anno_8,D,C,C,D,C,C,C,C,C,C,False,False,True,False,False,False,False,False,False,eed05919fbd1ca43b40890d5380648a0a0c731e4987f57b552266196c98d6116,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\31\\q08.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\31\\q08.json""}"
old20,33,0,detectiveqa_33_AIsup_anno_0,B,B,B,D,B,B,D,D,B,B,True,True,False,True,True,False,False,True,True,07e531f3974bd71d8e697318a2431bcfbbeb9b82e5f8e1cb5bd887fc4eaed436,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\33\\q00.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\33\\q00.json""}"
old20,33,1,detectiveqa_33_AIsup_anno_1,D,D,D,D,D,C,D,D,D,D,True,True,True,True,False,True,True,True,True,07e531f3974bd71d8e697318a2431bcfbbeb9b82e5f8e1cb5bd887fc4eaed436,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\33\\q01.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\33\\q01.json""}"
old20,33,2,detectiveqa_33_AIsup_anno_2,D,A,A,A,A,D,D,D,D,D,False,False,False,False,True,True,True,True,True,07e531f3974bd71d8e697318a2431bcfbbeb9b82e5f8e1cb5bd887fc4eaed436,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\33\\q02.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\33\\q02.json""}"
old20,33,3,detectiveqa_33_AIsup_anno_3,B,B,B,B,B,C,C,C,B,C,True,True,True,True,False,False,False,True,False,07e531f3974bd71d8e697318a2431bcfbbeb9b82e5f8e1cb5bd887fc4eaed436,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\33\\q03.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\33\\q03.json""}"
old20,33,4,detectiveqa_33_AIsup_anno_4,D,A,A,A,A,D,D,A,A,A,False,False,False,False,True,True,False,False,False,07e531f3974bd71d8e697318a2431bcfbbeb9b82e5f8e1cb5bd887fc4eaed436,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\33\\q04.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\33\\q04.json""}"
old20,33,5,detectiveqa_33_AIsup_anno_5,B,C,B,B,B,D,A,B,C,B,False,True,True,True,False,False,True,False,True,07e531f3974bd71d8e697318a2431bcfbbeb9b82e5f8e1cb5bd887fc4eaed436,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\33\\q05.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\33\\q05.json""}"
old20,40,0,detectiveqa_40_AIsup_anno_0,B,B,B,C,B,B,B,B,B,B,True,True,False,True,True,True,True,True,True,d01ebbd770ccf7b0f0f271856c19a006fd54f42bc0af54911f417e5c83338930,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\40\\q00.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\40\\q00.json""}"
old20,40,1,detectiveqa_40_AIsup_anno_1,A,D,D,D,D,D,B,D,B,B,False,False,False,False,False,False,False,False,False,d01ebbd770ccf7b0f0f271856c19a006fd54f42bc0af54911f417e5c83338930,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\40\\q01.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\40\\q01.json""}"
old20,40,2,detectiveqa_40_AIsup_anno_2,B,A,A,A,A,A,B,B,A,A,False,False,False,False,False,True,True,False,False,d01ebbd770ccf7b0f0f271856c19a006fd54f42bc0af54911f417e5c83338930,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\40\\q02.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\40\\q02.json""}"
old20,40,3,detectiveqa_40_AIsup_anno_3,D,C,C,D,C,C,D,D,D,D,False,False,True,False,False,True,True,True,True,d01ebbd770ccf7b0f0f271856c19a006fd54f42bc0af54911f417e5c83338930,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\40\\q03.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\40\\q03.json""}"
old20,40,4,detectiveqa_40_AIsup_anno_4,D,D,B,D,D,B,D,D,D,D,True,False,True,True,False,True,True,True,True,d01ebbd770ccf7b0f0f271856c19a006fd54f42bc0af54911f417e5c83338930,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\40\\q04.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\40\\q04.json""}"
old20,40,5,detectiveqa_40_AIsup_anno_5,A,D,A,D,D,A,D,D,D,D,False,True,False,False,True,False,False,False,False,d01ebbd770ccf7b0f0f271856c19a006fd54f42bc0af54911f417e5c83338930,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\40\\q05.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\40\\q05.json""}"
old20,40,6,detectiveqa_40_AIsup_anno_6,B,B,B,B,B,B,B,A,B,A,True,True,True,True,True,True,False,True,False,d01ebbd770ccf7b0f0f271856c19a006fd54f42bc0af54911f417e5c83338930,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\40\\q06.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\40\\q06.json""}"
old20,40,7,detectiveqa_40_AIsup_anno_7,C,C,B,C,C,C,C,C,C,C,True,False,True,True,True,True,True,True,True,d01ebbd770ccf7b0f0f271856c19a006fd54f42bc0af54911f417e5c83338930,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\40\\q07.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\40\\q07.json""}"
old20,53,0,detectiveqa_53_AIsup_anno_0,B,B,B,B,B,B,A,B,B,B,True,True,True,True,True,False,True,True,True,e4ce0a4be9f3dd6942f88001b1163681d9c94877122ed821a915578a946f0f2b,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\53\\q00.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\53\\q00.json""}"
old20,53,1,detectiveqa_53_AIsup_anno_1,B,A,A,A,A,A,A,A,A,A,False,False,False,False,False,False,False,False,False,e4ce0a4be9f3dd6942f88001b1163681d9c94877122ed821a915578a946f0f2b,"{""G1_G3"": ""dqa_local_c24_pure9_consensus20 upstream prediction caches"", ""G4"": ""deterministic majority(G1,G2,G3); no baseline access"", ""G5"": ""outputs\\four_datasets\\dqa30_attention\\g7_pure_graph_tight\\answers\\53\\q01.json"", ""baselines"": ""outputs\\four_datasets\\dqa30_frozen_old20_baselines9b\\answers\\53\\q01.json""}"
